comment,rating
"Animal"" is a mind-blowingly insane cinematic experience that starts slow but quickly captivates with a screenplay that keeps you glued to your seat from the first scene. Ranbir Kapoor's heartfelt performance promises an overflow of awards next year. The central theme of the father-son relationship unfolds into multiple compelling plots. Anil Kapoor delivers a strong performance, and Rashmika holds her own, particularly in a well-executed conflict in the second half. The first half is entertaining and intense, while the second half gains momentum after Bobby Deol's entry. Sandeep Reddy Vanga's bold storytelling demands recognition, making this the movie of the year. With superb music, excellent cinematography, top-notch editing, and strong performances, ""Animal"" is a sure-shot blockbuster. However, a word of caution - the film contains violence, gore, and sexual themes, making it unsuitable for family or younger audiences.

151 people found this helpful.

Appala Sarisa 2 hours ago In the cinematic landscape of the past 5 to 7 years, this movie stands as a beacon of originality amidst a sea of formulaic productions. Breaking free from the recycled narratives, it's a refreshing sip of new wine in an industry often pouring old ones into new bottles. Amidst the exceptions like Ba ...More 87 people found this helpful.

Sreekanth R Vempati 4 hours ago ANIMAL( Hindi /Indian movie )- My review: TOTALLY ENGAGING and a crazy ride( As MB said, mental ekkuddi).

I wish that this director will stay crazy ( SANKI gaadu itlaney vundaale😊). Story telling is just bloody fabulous. He has to be crazy to tell a story in this format .

Ranbeer Kapoor blew my mind with his performance . AK brought all his experience and added the utmost importance with his acting nuances 🙏🏻.

All actors who played key roles are amazing.

What I realized is that Sandeep Reddy vanga is taking us in to his crazy world and succeeding to engage us despite our usual comforts/discomforts.

There are many things I wouldn't have usually appreciated but here I dare not to complain as he made them an integral part of the story and characters/ characterization.

All songs are 👌👌👌👌👌 .",10
"The movie could have been shorter, and was at times a little to overdramatized. Main action scene was a little long, But it was a fun ride. It was quite good, and the performances was:

Ranbir was awesome 🔥 Anil was great Bobby was okey- I don't get all the hype. He looked good and was menacing but his screen time was beraly enough too live up too the hype.

The Sikh cousins did a good job.

Villains was good with what they had.

The father & son angle was just great and so well acted in every scene by both. The mean animal character was just straight out cool, Bollywood has never shown us a movie or character this self destructive before.

The main girl was the biggest minus I can't bear her face nor acting. She has no talent and even the looks to back it up. And putting her in front of someone like Ranbir is a tuff one.

But well everyone else did well.",10
"#Animal is a FAMILY DRAMA ON STEROIDS.. Story of a greatest son who goes to unimaginable extent to protect his father.

Ranbir kapoor the actor uff ...The Multiple shades his character posses is mind blowing & he performed them all Amazingly well with tremendous intensity .

Never seen before Interval Block, Superb BGM, confrontational scenes of Ranbir -Anil kapoor & last 30 mins are Rugged ... Absolutely mind blowing

Dont miss the Post Credit scene, it blew my mind away.

Sandeep Reddy Vanga 🔥🔥🔥 Thanks for an experience..... Never seen/felt before experience 💯 we need more such directors for such range in characters 🔥",1
"Not for everyone..... Great direction Great acting especially Ranbir Kapoor... And Anil Kapoor Bobby deol ? : lord Bobby deol Less time huge & memorable impact , specific entry of Bobby...... no one will forget his role. Right from the entry scene with dancing & jamming song intro to the starting of fight with Ranbir entering his house .

He is lord Bobby truly.

Also lord Bobby both wife comfortably did good job at talking to each other. Side characters had good job here especially reet, Varun and his wife.

Direction was so good

Mile stone set for Indian known director

No one can dare like this before.

A rollercoaster of emotions and violence not physical but mentally violence.....",7
"Never seen such a worst and baseless film! The story is not up to the mark. Arjun reddy was far better movie. I wonder how they release it because they might have reviewed it after finishing it. I do not understand how people liked this kind of movie. It's not about the adult scenes but there is no story. Even after putting all unnecessary scenes with a long drag, the script is not convincing at all. This is an example of the movie that can never be recommended to any kind of age group as it just wastes your 3 plus hours of precious time. It was told that this film was focused on bond between father and son. But the director totally failed how to project such a beautiful bond in the form of a movie.",1
"Alpha beta pyara pita kabhi pita kabhie pita alpha son. Fatally in love with his father. Sometimes thrashed. Sometimes thrasher.

The alpha male needs no introduction. He was, is and perhaps will be, reinvented to suit boot the times. Sometimes as an avatar, mostly as an animal.

In the free fall jungle of a world. What will you do: if your freedom is in danger?

If you crave for some kind of love from your father, while you are devastatingly in love with him?

If your sister is abused in the name of ragging?

If the same sister is then married to be a door mat?

If your father survives an assassination attack by an unknown enemy?

The correct answers are delivered by ranvijay balbir aka ranbir kapoor aka animal.

What happens in close encounters of the fatal kind is happening in the highly criticised, rarely praised film of the moment.

If protecting your freedom and family by blood or by extension in an anarchy environment. Loving them madly. Be misogynistic. So be it.

Yes in some frames women are abused. Given the situation, if you were in the protagonist/antagonist's shoes? Maybe you would do worse than make her lick yours, shoes i mean.

Animal is dark cinema at its best. Boldly carried on ranbir's animal act. Being compared to cult films like silence of the lambs, kill bill and other tarantino epics of blood, gore and violence. Even if it is to show the film down, is but hidden praise. Everyone is rodgering animal. And yet everyone is seeing it. The roar is evident and is being heard at the bank.

I liked the 200 minutes of animal. Could have been shorter but what the heck.

As a friend said, go see at your own risk.",7
"It is said, what you see and like shows your mindset. 10/10 for Ranbir's acting, 9/10 for addictive songs, 8/10 for Bobby Deol's acting and 0/10 for content and violence. I have huge problems with censor board allowing extremely derogatory and violent scenes in the mainstream cinema. India has huge fan following and rowdy people who would blindly love what both the actors of the movie did and how infidelity was shown right by Ranbir. How Bobby Deol's forced marital rape scenes are shown. I really have a problem with such content and I wanted to puke in the movie seeing the horribly wrong scenes and gory violence to all lengths and breadths. Where is the cinema heading to & what is the need to show anything which is downright wrong and showing those clearly just for great box office numbers and people literally getting mad over their performances and movie. Believe it or not people have a tendency to like villainous characters played by mainstream actors. And that's labelled as brilliant acting. Seeing such success of the movies, there will be a barrage of such movies giving wrong messages and making people believe all this is normal and many people are bound to follow suit. I am afraid what kind of world are we making for our kids. Making an even troublesome world for women.",10
"A. N. I. M. A. L - 2023 I might be fetching from too far but I thought this film is representing-depicting the history of India.

Two families originating from a single source; two sets of cousins fighting for property; is it Mahabharat? Or two sets of people originating from a single source; one becoming Muslim and attacking the other is quite a akin to Pakistan adopting religion over secularism as its essential identity and attacking India repeatedly for Kashmir. It all ends with Ranbir and lot flying in and conducting a 'surgical strike' of sorts in foreign lands!

What say!? Shall I continue?

'Arjan Vailly' or Arjun Singh Nalva was a Punjabi-Sikh warrior who defended India against external forces and fought the British; here we get whole squad of Punjabi young men-warriors who fight to defend Ranbir.

Ranbir's character could be seen as modern Indian polity which is not going to work in the old way like our old Indian polity. This new generation is bold and blunt. It wants to do away with slow and sluggish habits.

I think this film is a good case study. Intentionally and unintentionally it is referring to a lot that is happening all around us. Be it even the idea of 'Make In India'; a character literally utters 'AtamNirbhar Bharat'! I think that is a pretty overt a tribute.

NOT as violent and epic as I was led to believe but a very good attempt at filmmaking, I love the inclusion n treatment of music with awesome cinematography and great performances by Ranbir, Anil and Rashmika. Bobby was there for like 3-4 minutes and he was super awesome! Wish he had a much longer part.

Also not as offensive, rude n vulgar as I was led to believe. It is defo not that ""much"" misogynistic; a couple of dialogues here n there but that about it.

In fact this is a very 'nationalistic' film in a sense. With all the inclusion of different cultures, dialogue n music; it generates a good smile in a few sequences. The quite so obvious 'gun' designed, manufactured and assembled all over India is a great gag.

My ratings: 6.7/10 *******",1
"""Animal"" a movie from which i expected a lot (as people were saying its going to change indian cinema) It is a nice movie you can go to thetere grab some popcorns enjoy the first half with brilliant BGM, Action And ranbir kapoor's amazing acting skills that Adranline rush just amazing the story was also going nice. As the second half starts the action starts fading away and people starts having full conversion that you barely see in first half Some of the dilogues in the movie are very nicely written medical terms used very aptly that dilogue about swastik and Nazi symbol (detailing)Amazing!!

Ranbir(Vijay):He is a phenomenal actor he really make you fall in love with him when he is on screen though some things which he does seems unrealistic

Rashmika (Geetanjali): she did a nice job being a ""wife"" her character was very important for film and according to me she played it convincingly

Anil kapoor (Balbir singh):He was well casted for this role. He portrayed the feeling of helplessness when somebody over loves u & their love starts becoming toxic to everybody around but You can't really do anything about it very nicely.

Boby Deol( Abrab) :u barely see him on screen but when he is on then you'll not see anyone not even ranbir his body his aura everything was impeccable.

Story: when we go to watch a hyped movie as an audience we expect to watch something new or Extraordinary but it was nothing like that. I felt director just mixed old bollywood and Tollywood with a touch of modern BGM Action and nice cinematography thats it Overall a mediocre film

I Hope indian youth and audience will see it as entertainment only nothing beyond that!!it's a story where you'll experience Gutsy love between Son & Father, Husband &wife, Brother & Sister, in a raw manner. Vanga has some weird and different perspective of women as we can see it in kabir singh alsoalso Misoginystic as always.",1
"This movie is complete BS no story too much things happening with no good reason. Please do not believe if someone says it is an outstanding movies because they are just influenced and not using their brain. Lets start with Acting : Ranbir kapoor acting was brilliant but nothing new very much similar to what he has been doing, other were also great except Rashmika she needs some acting classes , her acting was so poor and her dialogue delivery in whole film is just meh she did very bad job.

Story line: Boring story line only thing that makes it interesting is the violence. You will not feel any emotions means if they are sad you wont feel it . As an audience I find scenes very funny even when they were crying in scenes, as you will not be able to relate.

For me when they cried or show any emotional scene it was like CRINGE.

Save your time and Don't watch this film.

Saying as an action lover this movie is the weirdest movie in negative way I have ever seen in my life.",7
"Even if we keep the full misogyny packed delivery aside, I don't see any storyline. Only a tedious long pretentious slasher episode without any plot or adequate goal or even any good climax.

We've plenty of larger than life heroes in previous with whom we can connect, have adrenaline rush seeing their appearances, with their defeats-sorrows-resurrections. Here, we failed to connect with the hero. The movie has failed to left any impact on the audience let alone positive or negative and has become a poor piece of entertainment. A perfect example of how a bunch of good casts and their cumulative efforts can go in vain to a plan less plot.

A valid questions has been raised about director's perspective on women's rights, position in society and their sexualities.",10
"Finally watched the most talked about film of current month,the blockbuster ANIMAL. The film has placed ""Superstar"" Ranbir Kapoors film career right on top at Bollywood after few not so great years. The film inspite of being huge success has got extreme reactions and ignited debates from critics and film buffs alike due to exaggerated depiction. I will try to pen down my honest unbiased though lengthy opinion on this violent film by Sandeep Reddy Vanga.

The film is about an extremely aggressive young guy Ran Vijay Singh ( Ranbir Kapoor) who is overtly possessive about his extremely rich and busy father (Anil Kapoor). Ranvijay gets into one trouble after other and his relationships with wife,sisters and everyone is always on extremes.

When the father is attacked, the son becomes literally an ""ANIMAL"" to revenge.

The topic of father and son relationship and issues has been integral to Hindi cinema from the time of Mughal E Azam. The genre reached peak with Amitabh bachchan and Salim Javed combination films most noticeably Trishul and Shakti. However,Animal doesn't have any of that as core issue. Its the story of a neglected son by his super busy father and has overtones to Bobby(where son was Ranbeers great dad Rishi) and Sharaabi(Amitabh and Pran). The film has shades of Copolas classic Godfather and it's Desi remake Dharmatma as well. Ranbirs character has madness like SRK(Darr,Anjaam), trouble maker hero Salmans (Tere Naam) and Vanga adds his Kabir Singh male toxicity in full thrust here. There are also shades of Ranbirs earlier big hits like Raajneeti and Rockstar, yet overall the character is totally different from all these.

Of the performances I found Anil Kapoors character and performance both very weak. Inspite of long length of role, he somehow didn't get enough lines to emote well and whatever he did was average. The golden old time baddies Prem Chopra and Shakti Kapoor have small but effective positive roles. Suresh Oberoi, after Vangas' Kabir Singh is again good here. Bobby Deol as the violent villain surprisingly gets very less screen time and it's more of a glorified cameo. Though the role's duration disappoints, yet Bobby Deol doesn't and has got a resurrection of sorts. Tripti Domra has more skin show than dialogues ,which added to her popularity. The female lead Rashmika disappoints a lot and her performance is not at all effective.

Sandeep Vangas pack a punch in the emotional scenes ,but also shows over male toxity with too much uneccesary emphasis on ""Alpha"" male. Some sequences seems forced in for the heck of making the film disturbing and bold. They could have easily been edited out reducing the longgg length of film. The screenplay also has many lose ends. The first half is gripping but in second half pace drops at several places. The action is brutal ,very well shot but the violence is on extreme. The music and songs are great and the track ""Arjun Vailly"" is excellent and it's reference to Sikh History battle makes it haunting!!! The background score is killer!!

The film belongs to one person -Ranbirrrrr and the Kapoor Khandaan's son nails it. Though post ""SANJU"" his mannerisms here reminds one of Sanjay Dutt of 1990s-Yalgaar,Khalnayak and Vaastav lot,yet he shows his own class. From a school student till an old man,he is great in all shades. He plays both the Rebel with a cause and also Rebel WITHOUT a Cause effectively! The film gives a hint for it's sequel as well!!

Overall I liked the film basically for Ranbir Kapoor,strong songs and powerful fights. However,owing to a lot of forced scenes which makes film toxic as well,and longg length, I can't say that I Loved it!!",10
"This is the best movie in Decades bollywood has generated. Excellent performance from Ranbir and Bobby. Great work on casting. Every character in the movie is prefect cast. Nobody else than these actors can justify their roles. Sandeep did it so well. I hear people talking about violence and guns, but there is nothing as such in the movie. Ofcouse its not for kids and children. What a great message delivered in the movie about families. When in need, you can trust only family when nobody else if faithful. I been to the movie twice, theater full of ppl and waiting for another round in theater, hope movie is still in USA theater by then. I think bad reviews are either by ppl who do not understand the quality or just hakla gang fan clubs.",5
"Idk why many people wrote utter nonsense about this movie may be they expect stuff like Kabhi Khushi kabhi gham. So i remind them it's KJO movie.

This movie is not like other Bollywood's movie. This movie is 4 those people who understands what real content is all about. Actually This movie is not for POGO fans that's why they r so disappointed & crying like pussy (cat) here.

After the wave of OTT content I feel Bollywood must have made movies like Animal more.

I think Bollywood made a great come back with Animal & after so long I saw great excitement in audience to go & watch movie in a theatre otherwise from 3-4 years theatre were not full to their capacity so that's the power of Ranbir Kapoor's acting & great direction of a movie.",9
"SRV has made a technically brilliant film imo, but he has let loose violence and macabre in favor of solid story telling which could have restricted the movie to a 150 mins instead of the 200+ or so running time.

I miss movies from Sriram Raghavan who in similar dark themes created Badlapur without the need for extreme gore.

Having said that as much as I am disappointed by recent releases, Animal and The Archies, its a time to celebrate the diversity of content.

I keep faith in that series like The Railway Men can still produce nail biting content without being excessive with drama or violence.",6
"What an experience man, what a writing. Anyone who wants to watch this movie, KEEP an open mind and understand the meaning behind all controversial portrayals. Because this movie is a cinematic masterpiece. Very little technical flaws. This movie portrays so many ideas and themes that work so well with what the director intends, and the emotions... wow, emotions just work absolutely so bloody well. It's extremely violent and blunt, both visually and verbally so people who can't take violence... this is definitely not the movie for you.. this movie is 3 and half hours and I dont feel a single lag. It's extremely fast-paced which is amazing. Every single scene keeps you hooked on. Ranbir Kapoor's acting was just pure greatness and the music of the film... absolutely gorgeous... the direction, the writing... absolutely amazing... If people thought Arjun Reddy was controversial... Animal will show what controversy is...",10
"SRV keeps his promise by creating a more violent film than ""Arjun Reddy"" and ""Kabir Singh."" ""Animal"" boasts an ensemble cast including Ranbir Kapoor, Anil Kapoor, Rashmika, Bobby Deol, Tripti Dimri, and veteran actors like Prem Chopra, Sunil Oberoi, and Shakti Kapoor. Essentially, it relies on an outdated storyline lifted by extraordinary execution, offering nothing new besides some new tropes. Ranbir Kapoor shines and owns his character, while the rest of the cast does a commendable job. The screenplay is lucid, keeping you engaged throughout the lengthy 3 hours and 21 minutes. The songs are okay, but the thumping BGM elevates important scenes. Some scenes are quite disturbing, but it's important to understand that this is a movie, and the characters are flawed. In the era of fast-paced lifestyles, holding the audience's attention for over 3 hours is no small feat. Overall, it's an enjoyable affair if you don't expect too much, but this movie is not for everyone. After SRK, RK has emerged as an action star this year. Don't miss this one if you are an ardent RK fan.",10
I watched animal and i was thinking till now that was the best best and most best movie i ever seen in my whole life .and i requests to director sandeep sir for this and hope you will came with animal 2 soon .we waiting love you sir and ranbir sir headsoff to you ❤... and the best action and acting kill the cinema 🎥 i was literally pured goosebumps in full time ⏲ in theater and really thanks to all of your team . I was never forget this movue and now at start with that time this was my best movie of all time ...loves to all actors and team for that blockbuster superhit giving ..love you ranbir sir ❤...,10
What can I say I am so Impressed with this movie best action movie ever and please whoever posting negative comments about this movie is a sad person because people should be proud of ranbir kapoors acting and the producer who made such a masterpiece I can watch this movie again and again this was the best movie of all times. Loved it Indian people just love watching fake AI generated movies and doesn't like movies like Animal which is really sad. Everything looked so realistic it was brilliant 👏 I am really shocked to see why people are hating on this masterpiece it really baffled me. Wakeup people this is what u call an actual action movie.,9
"I hated this movie when I left the theater, but as days passed, I came to realize that it is a masterpiece. It plays with your subconscious by presenting everything directly, challenging your social conditioning like a hard-hitting rock.

This movie is all about male fantasies and a no non sense movie. It puts reality and facts in the face of the people and shows then the true face of our double standard society.

Let me explain this in detail:

1. What would you do as a brother if your sister were bullied or harassed in her class? Wouldn't you feel the urge to confront the culprits and defend her, maybe even imagining taking action as extreme as punching them and breaking their bones? That's precisely what Ranbir did - he stood up for his sister.

2. We have been conditioned by thousands of useless movies that preceded this one, teaching us to chase after women, persuade our parents, battle thugs, impress the girl's parents, and other nonsensical notions. What did Ranbir do in this movie? He liked the girl, she liked him, he didn't bother if his father approved of the girl's family - they got married without seeking anyone's approval. That, right there, is what I would call badass and what the men and women of our society need to realize.

3. The protagonist in this movie was crystal clear about everything; he didn't have a single ounce of hesitation. He took care of his father, meticulously planned, devised a strategy, and ensured his father's survival until the end of the movie. He was willing to go to any lengths to safeguard his father. Now, there might be arguments stating that this is the richest family in the country and they could easily afford commando-level security, but that's not the point. It's about the fantasy of a man who wouldn't trust anyone other than himself, especially when it involves his father. If you were in a situation where your father's life was at risk, wouldn't you fantasize about taking down the goons who attacked him?

4. When Ranbir's brother-in-law came and said, 'The CM is here, talk to him and butter him up a bit,' Ranbir didn't give a damn. That's precisely what every man should aspire to be - a strong character who believes there's no one above him.

5. Rashmika isn't your typical ultra-hot item girl; she's a homely woman with children, taking care of both her kids and her home. She tends to Ranbir, engages in arguments with him, and even slaps him multiple times, yet not once does Ranbir retaliate. When Rashmika's parents ask her to return, she rightfully reminds them that it was Ranbir who stood by her side as her nurse during her delivery. That's a true wife's quality that every man aspires to have in his partner. What's wrong with that? He loves her unconditionally, and with his personality, no one dares to mess with Rashmika.

6. The scene when Ranbir asks Zoya to kiss his shoes which everyone is talking about and calling it mysogyny and toxic masculinity. That scene right there shows that he has no feelings for her and any man who has any feelings for a women would never ask the women to do anything like that. He was playing with this women to get to the people who are plotting to kill his father.

7. Guns, knives, big guns, even bigger guns, Rolls Royces, beautiful suits, nice sunglasses, flying aircraft, beating the goons, and all the extravagance depicted in the movie are mere fantasies of every man. This movie brought these fantasies to life. I don't see why anyone should hate this movie. It's not a film tailored around women's fantasies - the fantasies of being chased by her man, dancing in exotic destinations, flowers, or typical beta male attitudes. It's a pure male fantasy movie.

8. Ranbir has no interest in his father's business. In fact, he was leading an independent life, working in America and enjoying a happy married life. He returned to India solely to ensure his father's safety. He even advises his sister to focus on the business. Now, where does toxic masculinity fit into this picture? That right there is a true definition of an alpha male.

9. When Ranbir is on the mission to eliminate Abrar, the mastermind behind the attempt on his father's life, he encounters an elderly woman who advises him to stop the killing, emphasizing their familial ties. Ranbir disregards her advice completely. She remarks, 'You should have given this advice to your kids.' This is where the entire stereotype of Bollywood is shattered. Ranbir remains resolute and indifferent. He's fixated on his goal and determined to achieve it.

10. No matter how badly his father treated Ranbir, he never gave up on his family. His children's love for him is evident, especially towards the end of the movie when his son runs up to him. Ranbir took care of everything and ensured his family's safety.

Throughout the movie, Ranbir didn't utter a single derogatory word or demean women in any way. He embodies the ideal persona that every man aspires to be, deep down. This movie sheds light on it and confronts everyone. Haters may continue to criticize, but those who understand the essence of this movie will realize that it challenges norms, stereotypes, and unnecessary feminist propaganda. He loves his family no matter how much they hate or disapprove of his actions.",10
"Animal Movie is worth watching, don't go by what's written on social media. I read somewhere that don't watch it with your GF or wife, I myself watched it with my wife and after the movie I am still married. Cast - The main charm of the movie for me was the cast and music. Apart from Rashmika, everybody played their role perfectly. Ranbir for me was outstanding followed up with Anil Kapoor and Bobby Deol. Thankgod Bollywood finally learnt to showcase Punjabis properly and with the right form of turban/beard. The Punjabi cousins of Ranbir in the movie are actually looking like Punjabis.

Music - Music is just top notch, I would recommend watching in theatre otherwise if you are watching it at home watch it with sound bar or headphones. You will be surprised to see the placement of B praak song in the movie. Only Vanga can think of these kinds of things. Plot - There is no super suspense in the movie, It's just moments in the movie which builds up the whole thing. The serious conversations b/w Anil Kapoor and Ranbir are the standouts for me.

8.5/10 for me.",1
"This is my first ever review since I joined in 2007. I walked out of watching Animal - First day first show !

The film had a delirious effect on the audience in the theatre at large. I went through a gamut of emotions, from Sympathy to fear to an overwhelming sense of parenthood. I have a 9 year old son and today itself I scolded him before he left for school and I ended up weeping multiple times.

A good film carries you along with you. A shoutout to the director; especially the way Sikhism has been hailed and presented. It took a director from the South to celebrate the valour of the Sikhs.

It is always a treat to watch powerful actors performing powerful scenes together. Those scenes between Anil Kapoor and Ranbir Kapoor have a lasting impact.

The violence is shock inducing and raw. The action sequences and the Background score throws you into the depth of its pit.

I am certain that this film will have me go again into the theatre.

Two thumbs up from me.",6
"There is no proper story in this movie just sit and watch random scenes joined together violence is not the issue movie mein bas ek insaan logo ko Marta rahega apne papa ko bachane ke chakar mein or uske papa kuch nahi kahenge ..... Useless film you can watch for cinematography but for a story a BIGG NO

I am not able to understand people are really liking this movie .....koi feelings toh hone chahiye baap bete mein na kabhi dhang se baat ki par pyaar bhut hai ??? It doesn't even make sense ... If you want to watch you can but in the end you will realise what was the story actually

That only my point of view ......",5
"Ranvijay only wanted his father's time and attention. When he did not get it as a child, he grew into a rebellious young adult. After being exiled from the family, Ranvijay returns when an assassination attempt is made on his father. Taking the reins of the family, Ranvijay goes down a path to ensure his father is safe from harm, doing whatever is necessary to accomplish that goal.

This film mixes a father-son drama and a Quentin Tarantino movie. This film has a lot to unpack. The film does an excellent job of juggling multiple themes, making it a remarkable story. The many twists and turns throughout the movie create a lot of plotholes and questions and make it long. The film has over-the-top violence and gore, but the action is realistic. The movie was criticized and controversial, but it is worth watching with an open mind.",1
"Animal is a heightened, over-the-top, cartoonish experience that celebrates the monstrosity of its titular character in spades. The movie is a mess, but an entertaining one nonetheless. It has pacing issues, it's all over the place and extremely choppy at times. Even at 3 hours and 22 minutes, you feel the father-son dynamic wasn't explored properly, as Anil Kapoor is completely sidelined. We all know this is a Ranbir Kapoor movie, but the way Anil Kapoor and Bobby Deol are treated as afterthoughts is frustrating. Also, the movie has tonal issues aplenty; some of the writing, especially the dialogues, is painfully bad and it has absolutely no moral center. However, Ranbir's stupendous performance as this monster, the action sequences, and the film's overall story keep you captivated enough to make it just about a decent time at the cinema. The ending, which is a cliffhanger of sorts, does bring in some more excitement even though it doesn't make an iota of sense.

Overall, Animal is not a good movie - in fact, its quite an ugly film and quite a mess, but sometimes, messes are also entertaining to watch.",10
"This movie is a piece of s***. Stupid movie. Not a family movie . They are trying to copy Hollywood but it doesnt suit our indian culture. WORST MOVIE EVER. Movie.senseless story line , senseless dialogues specially Ranbir's.

The movie like this spoiling our Indian culture.

Very disappointing.

Copied scenes from Fifty shades of grey. According to me fifty shades was much better than this movie.

Please dont go with family to watch this movie. Even its not recommended to watch alone.

Very Narrrow minded Movie of all time in the history of indian cinema.

All bar words goes to this movie From A to Z.",7
"Very Good Movie. Need to watch this movie as a movie and not as a moral thing.

The Music and BGM is topclass Ranbir Kapoor and Anil Kapoor's acting are standouts Bobby Deol stole the show Cool action scenes. The climax is epic Don't miss the post credit scene.

Also for those who think ranbir is abusive and hits girls, in movie Rashmika slaps Ranbir and at the and she gives him divorce for his affair.

For me the best parts in movies were 1) Interval Action Scene 2)Bobby Deol's Entry 3) Ranbir Kapoor and Anil Kapoor scene at the climax (one of the best acting scenes) 4)Bobby VS Ranbir faceoff fight scene 5)

This movie is very different. Give it a chance.",9
"Ok there's a lot to unpack here so let me go through each item.

Acting: If this rating was purely about acting it would be a 10/10 movie. Ranbir Kapoor produces one of the best performances I've seen in Hindi cinema in a long long time. He captures each emotion perfectly be it pain, anger, hope. Some solid performances by the supporting cast as well particularly from Anil Kapoor and Tripti Dimri.

Plot: This is where the movie falls down. There are way too many plot points without much cohesion between them. I think the first half of the movie laid some good groundwork which was not capitalised upon.

Action: Some really good action sequences (albeit unrealistic) and action choreography. This movie is very violent and gory so viewer discretion is advised if you are not a fan of blood and gore.

Music: Some very beautiful tunes that really add a lot to what is going on onscreen.

Runtime: A lot has been made of how long it is (3.5 hours!) but while watching it you don't really feel the length, the movie is very engaging and you won't be clock watching. The let down is that in all this time they couldn't come up with a cohesive storyline.

Do I regret watching it? Absolutely not I think it was an engaging piece of art. Would I watch it again? Probably not now that the suspense is over (although maybe just for Ranbir's performance I might).",10
"It's mind-blowing.....it just love it. Ranbir Kapoor just nailed this character. He is in never seen avatar. The way he carried his character was mind-blowing. Everyone's screen presence is good. Bobby Deol's acting is next level, without saying a dailogue he just acted so well. His expressions, actions, everything thing is perfect. And acting without saying a single dialogue is tough but still he nailed by his expressions. It cut one star because of adult scenes why to unnecessary adult scenes ? The way there was Father-son plot it can be good family movie. Overall movie is good, it was a great experience.",9
"This movie just changed my pov for bollywood and ranbir kapoor great work team. Ranbir Kapoor, the scion of Bollywood's illustrious Kapoor family, continues to enthrall audiences with his mesmerizing performances, proving time and again that he is a true cinematic virtuoso. In an industry abundant with talent, Kapoor stands out not only for his lineage but for the sheer brilliance he brings to each role he undertakes.

What sets Ranbir Kapoor apart is his chameleon-like ability to seamlessly embody a diverse range of characters. From the lovable and carefree Sid in ""Wake Up Sid"" to the emotionally charged Jordan in ""Rockstar,"" Kapoor's versatility is a testament to his acting prowess. He doesn't merely play roles; he inhabits them, bringing an authenticity and depth that elevates every film he graces.

One of Kapoor's defining traits is his fearlessness in choosing unconventional roles. Whether it's the endearing Barfi with his expressive silence or the complex and tormented Sanjay Dutt in ""Sanju,"" Kapoor fearlessly dives into the intricacies of each character, delivering performances that are both nuanced and captivating truly loved his movie animal just a fan now.",1
First of all the beginning of the movie itself is beasty it will keep you interested to explore what the movie has to offer and to make things more easier for South Indians the charm of Rashmika who is now crushmika of India. Ranbir Kapoor new outlook and experimental way of acting can be seen without a doubt but what is more intriguing is school days enrage which has shown in the plot and feel somewhere the movie lags and then suddenly the father and son duo emotional journey keeps you till the end of the movie so movie buffs this is the movie for you to sit and watch for straight 3 hours and it worth it.!!!,6
"The movie hyped for all the wrong reasons, romanticized for wrong doings, someone need to check sanity of makers specially writer-director Sandeep Vanga.

Movie where story is absent, movie full of illogical, excessive bloodbath & gore, absurd dialogues, world full of misogynist- chauvinist toxic masculine Alpha males, woman are mere objects for sex, they don't have brains,

Total cringe fest with excessive cringey dialogues, world where no law and order, police exists.

Where psychopathic mad protagonist is being romanticized and glorified by public who spent so much money to watch this garbage movie in theater, again proves the fact that nasty and filthy things still sold at a hight price in market. Worst movie I have watched in recent times.

And worst part is, get ready for Animal Park.

No thanks.",7
"The best thing about the film is Ranbeer.

Otherwise film has too many plot issues, unconvincing equations, character background not provided fully to convince the audience about what is happening and why is it happening. Film is stretched a lot in the middle.

Now coming to some of the good things where people are unnecessarily bashing Wanga, he has actually shown women in strong light even with small roles, he has kept the 'hero' in greyish light with practical approach but he is actually not disrespectful to women as people are discussing. The shoe licking scene is being discussed totally out of context , it is not weird in story line.

But overall, it seems like entire story was somehow stretched and structured just to show animal side of Ranbeer's character. Even the father-son equation was not fully convincing to me, may be it was complicated and some of the audience got it right, I would love to hear about it but I could not digest it. Actors who were discusses a lot are having relatively smaller roles - Bobby, Tripri, even Anil Kapoor.",4
"Had to saw a Bollywood movie after a long time & I'm not disappointed from this, This is the story of the emotional bond between father and son in which a son considers his father a superhero from childhood, his unconditional love for his father turns into obsession and the son becomes a criminal for the sake of his father's life. All the songs of the film are very touching. The first half is very good, but later on, the film dragged on so much that many scenes could have been omitted. Ranbir Kapoor has once again proved that acting is in his blood. There are many violent & obscene scenes, I advise you not to watch the movie with your family, but watch the movie for sure, it is very good, it will be fun !!

🎬🎬🎬",1
